"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC120747672",89.9731515155145,-0.0961057733961934,0.618860665312938,-0.155294687128961,0.876589003862224,0.954205678188187
"LOC120764994",12.6755733108294,0.233973913744983,0.84089481361254,0.278243972917155,0.780825081538466,NA
"LOC131378766",78.8547755947541,-1.79270241092797,0.567063386922106,-3.16137922544843,0.00157023920360761,0.0314828849749495
"SMKR1",9.05245561328914,-0.0760149883144122,0.922571833522253,-0.0823946554104056,0.934332885965302,NA
"MYG1",7.85946056580342,-0.425710732608936,0.966228285598827,-0.440590219675776,0.659509684582765,NA
"SP1",160.43391247905,0.709795665199196,0.320250746519816,2.21637474045755,0.0266658481534564,0.180779662113328
"LOC120750608",134.477868271963,0.4944758731936,0.329161272794876,1.50222980059305,0.133037771060174,0.417254827416
"LOC120757941",25.3452222299523,4.99360847322462,4.07833687354606,1.22442275566185,0.220792789347544,NA
"LOC120749892",6.33274910677647,0.234555475352101,1.06739882547655,0.219744925470928,0.8260698142362,NA
"PAFAH1B2",245.227633812982,0.457356867687682,0.270602932714786,1.69014009973696,0.0910011548320269,0.346012263579097
"SIDT2",623.80454207055,-0.113367363936432,0.306262431683471,-0.370164121382016,0.711260207822214,0.877039322117222
"TAGLN",47.0022866720369,0.412157893134278,0.425342401757954,0.969002599860293,0.332543892008378,0.64574632465663
"PCSK7",155.736358019261,-0.174646909225032,0.409386445223665,-0.426606477235988,0.669665979154644,0.856179701465415
"LOC120750607",119.457713502034,0.296385241103882,0.400082294742212,0.740810690697658,0.458808232164777,0.742763105083498
"LOC120764996",16.3482947597252,-0.415995485527242,0.748992805404638,-0.555406517292917,0.578616635793775,NA
"LOC131378578",30.7052919903526,0.430815531216125,0.811703045253762,0.530755100322975,0.595588497769572,0.819402246167981
"LOC131378794",22.4982855967851,0.634823265485869,0.755885270285131,0.839840767430757,0.400997672222152,NA
"LOC120766032",29.4571882369437,0.540411507669517,0.601248507449657,0.898815549599955,0.368750916194153,NA
"LOC120747632",23.1070441262217,0.611291832545924,0.571149423006194,1.07028355089364,0.284491696181807,NA
"LOC120747636",5.60648154492954,0.60418194052923,1.10241698166094,0.548052098779308,0.583656130175554,NA
"PRKAG1",125.033156891352,0.0262864196721644,0.311067866950745,0.0845038091842725,0.932655874385127,0.973720193827111
"KMT2D",69.6409646051746,-0.155935333223832,0.36545947403622,-0.426682968433261,0.669610257354616,0.856179701465415
"LUZP2",13.597193772284,0.50372853976168,0.82483156121445,0.610704734697603,0.541395070979133,NA
"LOC120765350",147.485190028955,-0.30667711906018,0.350326157602928,-0.875404569155176,0.381353814547529,0.685534158801677
"PCBP2",634.059724241469,0.568469817572256,0.23210476160241,2.44919498267783,0.0143175918119821,0.126626369154701
"SNAPIN",50.7193249521709,-0.281018069135383,0.490720908082485,-0.572663737181027,0.566872395014138,0.803567587157743
"CZH9orf40",439.27428322859,-0.260542537421774,0.256676572799757,-1.015061618518,0.310076455931432,0.622656646457
"PLEKHG3",52.4703116701009,0.530283429908611,0.433167420397466,1.22419970879166,0.220876899020809,0.527364068590555
"SPTB",31835.6984392357,0.195790469929562,0.224028704188225,0.873952606381466,0.382144064165671,0.686246515227403
